	city name	City Name (CDP)	full city name (carbonn)	full city name (PKU)	full city name (GEA)	full city name (UITP)	full city name (WB)	Boundary (CDP)	city_type (carbonn)	definition  (WB)	study_year (WB)	Reporting Year (CDP)	Scope-1 GHG emissions	Scope-1 source dataset	Scope-1 GHG emissions units	Year of Emission	Emissions Protocol	Gases included (CDP)	Methodology Details (CDP)	Increase/Decrease from last year (CDP)	Reason for increase/decrease in emissions (CDP)	Scope 2 [metric ton CO2e] (CDP)	Total Emissions [metric ton CO2e] (CDP)	CDP2016 data edited (CDP)	Emissions Quality Flag (CDP)	S1 lower bound [tCO2] (CDP)	S1 upper bound [tCO2] (CDP)	S1 mean [tCO2] (CDP)	TOT lower bound [tCO2] (CDP)	TOT upper bound [tCO2] (CDP)	TOT mean [tCO2] (CDP)	scope fraction (CDP)	CO2 Emissions Per Capita (Ton) (PKU)	City Location (CDP)	lat	lon	coord source	country	region	Current Population (CDP)	Current Population Year (CDP)	pop (carbonn)	pop_yr (carbonn)	Urban Population (PKU)	population (GEA)	population (UITP)	population (WB)	population_year (WB)	population (others)	population (others) source year	population (others) source	pop_1950 (WB)	pop_1990 (WB)	pop_2010 (WB)	growth_rate_1950-2010 (WB)	growth_rate_1990-2010 (WB)	Ancillary from GEA+	Land area (in square km) (CDP)	area_size (GEA)	area_size (WB)	Built-up Area (km2) (PKU)	area [km2] (others)	area [km2] (others) source year	area [km2] (others) source	population_density (GEA)	population_density (UITP)	pop_density (WB)	pop/sqrt(area_size) (GEA)	pop/sqrt(area) (WB)	Average altitude (m)	Average annual temperature (in Celsius) (CDP)	weather_station_id (GEA+)	CDD_23C (GEA+)	HDD_15.5C (GEA+)	HDD_15.5C (clim)	CDD_23C (clim)	City GDP (CDP)	GDP Currency (CDP)	Year of GDP (CDP)	GDP Source (CDP)	GDP (carbonn)	nGDP (carbonn)	GDP unit (carbonn)	GDP year (carbonn)	GDP (10000 RMB) (PKU)	Income Per Capita (RMB) (PKU)	GDP-PPP [$BN] (others)	GDP-PPP/cap [$USD] (others)	GDP-PPP [$BN] (others) source	GDP-PPP year (others)	nGDP [$BN] (others)	nGDP/cap [$USD] (others)	nGDP [$BN] (others) source	nGDP [$BN] (others) source year	GDP-PPP/cap (GEA)	GDP-PPP/cap (UITP)	GDP-PPP/cap (WB)	total_final_consumption_per_capita (GEA)	energy_per_cap_CO2 (WB)	diesel_price (GEA+)	gasoline_price (GEA+)	center_of_commerce_index (GEA+)	household_size (GEA+)	year_household_size (GEA+)	household_source (GEA+)	comment_household_size (GEA+)	urbanization_ratio (GEA+)	water_bounded (GEA+)	other_bounded (GEA+)	mean travel time [min] (others)	mean travel time ref year (others)	mean travel time ref (others)	diesel_price (2014) (others)	gasoline_price (2014) (others)	household_size (updated) (others)	year_household_size (updated) (others)	household_source (updated) (others)	comment_household_size (updated) (others)	Congestion Rank (INRIX)	Peak hours spent in congestion (INRIX)	INRIX Congestion Index (INRIX)	Average Congestion Rate (INRIX)	Congestion Rank (TomTom)	Congestion Level (TomTom)	Congestion Change (TomTom)	Morning Peak (TomTom)	Evening Peak (TomTom)	economy (IESE)	environment (IESE)	governance (IESE)	human capital (IESE)	international impact (IESE)	mobility and transportation (IESE)	public management (IESE)	social cohesion (IESE)	technology (IESE)	urban planning (IESE)	CIMI (IESE)	CIMI Ranking (IESE)	CIMI Performance (IESE)	Urban Area Name (UEX)	Low BUA - 1990 (UEX)	Low BUA – 2000 (UEX)	Low BUA – 2014 (UEX)	High BUA - 1990 (UEX)	High BUA – 2000 (UEX)	High BUA – 2014 (UEX)	Low BUA % - 1990 (UEX)	Low BUA % – 2000 (UEX)	Low BUA % – 2014 (UEX)	High BUA % - 1990 (UEX)	High BUA % – 2000 (UEX)	High BUA % – 2014 (UEX)	Low BUA pop density - 1990 (UEX)	High BUA pop density – 1990 (UEX)	Low BUA pop density – 2000 (UEX)	High BUA pop density - 2000 (UEX)	Low BUA pop density – 2014 (UEX)	High BUA pop density - 2014 (UEX)	Exports (m3)	Production (m3)	Export/Production	CH4_waste/person	CH4_(waste+natgas)/person	corrected CH4_(waste+natgas)/person	data from CIA World Fact Book for 2014
70	Curitiba	Municipality of Curitiba				Curitiba		Administrative boundary of a local government				2016.0	2686488.0	CDP	tCO2-eq	2013.0	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	CO2; CH4; N2O; HFCs; PFCs; SF6; NF3	Developed in partnership with ICLEI/URBAN LEDS Project	Increased	The main difference on the increase of  GEE emissions is on the energy sector not by an increase of consumption but because of an increse on emission factors due to the use o thermoelectric plants. In 2012 the annual national average emission factor was 0,0653 T/CO 2e by MWh produced, while in 2013 the factor increased by 30% to 0,0963 T/CO2e by MWh produced .	349791.0	3036279.0		A	1863428.401998702	1944783.8467865302	1904106.1243926159	2213219.401998702	2294574.846786531	2253897.124392617	1.0		(-25.431063, -49.264693)	-25.417	-49.25	https://en.wikipedia.org/wiki/Curitiba	Brazil	Latin America & Caribbean	1751907.0	2010.0					2431804.0			1750000.0	2016.0	http://www.c40.org/cities/curitiba						1.0	434.0				434.0	2016.0	http://www.c40.org/cities/curitiba		3030.0				935.0	18.0	SBBI*			0	3	79400000000.0	BRL     Brazilian Real	2013.0	http://www.agencia.curitiba.pr.gov.br/publico/conteudo.aspx?codigo=39							57.653999999999996	16980.0	[1]	2014.0	58.0	18273.471959672337	[19]			6514.69				1.45	1.68		3.15	2010	http://www.ibge.gov.br/cidadesat/topwindow.htm?1	Calculation: population/households (1751907/555612)	82.834	0.0		32.1	2009	"discussion paper  (http://www.ipea.gov.br/portal/images/stories/PDFs/TDs/td_1813a.pdf)
1813a, COMMUTE TIME IN BRAZIL (1992-2009): DIFFERENCES BETWEEN METROPOLITAN  AREAS, BY INCOME LEVELS AND GENDER"	1.02	1.27	3.02735375473824	2010	http://cod.ibge.gov.br/OS0S (population est 2016 1.3.997) 2010 census		129.0	33.0	7.0	15.1%	144	0.2	0.02	28%	43%	170.0	124.0	96.0	91.0	115.0	133.0	72.0	124.0	117.0	123.0	50.76	131.0	M	Municipality of Curitiba Urban Area	284.75	290.625	294.0625	561.3125	578.5	600.125	0.336559060353106	0.33438803394218297	0.328859998602083	0.663440939646894	0.665611966057817	0.671140001397917	468.16294982652704	3110.0907500887397	345.5102623231	4174.85371622065	365.133100962006	4881.31517859755	11700000000.0	17030000000.0	0.69	0.0151203426	0.0204194776	0.0167788505	
71	Dalian			Dalian	Dalian								11448360.8442	PKU	tCO2	2010.0	Other																2.29926470118		38.9208333333	121.63916666700001	wikipedia	China	East Asia					4979140.0	5720800.0				6690432.0	2010.0	(sub-provincial city), from wikipedia						1.0		13237.0		513.5	13237.0		(city), from wikipedia	432.18251869759			49723.533190685215				ZYTL	175.0	2524.0	2380	54									34322142.0	46214.99	0.0022992647011799996		[1]	2014.0	54.0	13803.680981600002	[19]		13019.892004595358			134.51060465390842		1.01	0.99		3.14	2003.0	http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf	"For ""Liaoning"""	42.522	1.0					1.09	1.17																											Dalian Urban Area	189.5	194.25	221.0625	385.0625	436.6875	516.25	0.32981616447296896	0.30787518573551304	0.29982198864118	0.670183835527031	0.692124814264487	0.7001780113588199	509.767308970348	5399.01410190836	548.449021369153	6841.69303392896	424.432135360754	6896.686772628671							
72	Dallas	City of Dallas						Administrative boundary of a local government				2016.0	119881.0	CDP	tCO2-eq	2010.0	Other	CO2; CH4; N2O	Methodology included a combination of Environmental Protection Agency (EPA) reported emission factors and EPA recommended emission modeling tools.	Decreased	Increased use of renewable sources of electricity and on-site energy production.	17109507.0	17229388.0		A	-1136048.6736099457	-503387.3662388176	-819718.0199243815	15973458.326390054	16606119.633761182	16289788.980075618	1.0		(32.7801399, -96.8004511)	32.776	-96.796667	https://en.wikipedia.org/wiki/Dallas	USA	North America	1257676.0	2013.0								1317929.0	2016.0	https://www.census.gov/quickfacts/fact/table/dallascitytexas/PST045216							999.0				881.9433948	2010.0	https://www.census.gov/quickfacts/fact/table/dallascitytexas/PST045216						148.0	19.4				988	681	98746000000.0	USD     US Dollar	2013.0	City of Dallas Economic Development							412.67400000000004	59483.0	[1]	2014.0	324.9	50646.92127825409	[3], [19]																	26.55	2013	TORONTO AS A GLOBAL CITY:Scorecard on Prosperity – 2015, pg. 25, report by Toronto Board of Trade (downloaded fie: Toronto_scorecard_2015.pdf)	0.97	0.86	2.6	2011-2015	https://www.census.gov/quickfacts/fact/table/dallascitytexas/PST045216		16.0	59.0	9.9	6.6%						10.0	102.0	12.0	11.0	61.0	108.0	25.0	89.0	21.0	55.0	78.24	23.0	RA	City of Dallas Urban Area	1605.5	1557.25	1487.9375	2924.1875	3462.1875	3966.5	0.35443946188340797	0.310243926734818	0.27279394071341	0.645560538116592	0.6897560732651821	0.7272060592865899	464.211246577906	1231.64708357066	231.84454872969602	1197.4369996921	164.152720880278	1489.35072091209	42870000000.0	766200000000.0	0.06	0.017698981699999998	0.036729479100000004	0.0356646952	
73	Dandong			Dandong									650633.4545720001	PKU	tCO2	2010.0	Other																0.441072141057		40.1166666667	124.383333333	wikipedia	China	East Asia					1475118.0					865576.0		wikipedia, urban values										95.2	830.0		(urban), from wikipedia											2751	37									2609429.0	25111.7				2008.0																							1.09	1.17																											Dandong Urban Area	102.875	123.0625	135.625	67.0	77.0625	89.375	0.6055923473142021	0.614928169893816	0.602777777777778	0.39440765268579797	0.38507183010618395	0.39722222222222203	417.10727433128403	1192.7883345313	2447.2416174221103	12257.0900686841	2178.86283246915	11754.3656944435							
74	Daqing			Daqing									3884885.60902	PKU	tCO2	2010.0	Other																2.103472		46.5833333333	125.0	wikipedia	China	East Asia					1846892.0					1649825.0		wikipedia, urban values										207.5	5107.0		(urban), from wikipedia											4792	93									26330980.0	49135.63	0.0021034720000000003		[1]	2014.0	39.0	22272.9868646	[19]																				1.09	1.17																											Daqing Urban Area	140.375	156.6875	160.5	97.4375	133.25	183.6875	0.5902759526938239	0.540418193576202	0.466315598329399	0.40972404730617606	0.459581806423798	0.533684401670601	776.576896705197	4662.57000138921	587.415636629004	3462.86676356403	407.665688137801	3123.79751787319							
75	Datong			Datong									1498970.42305	PKU	tCO2	2010.0	Other																0.822655480591		40.0833333333	113.3	wikipedia	China	East Asia					1822112.0					1737517.0		wikipedia, urban values										185.4	2080.0		(urban), from wikipedia											4030	20									5638726.0	36137.7				2008.0	4.0	2301.49597238	[19]																				1.09	1.17																											Datong Urban Area	124.9375	136.0625	151.625	214.6875	243.875	277.625	0.367868973132131	0.358118111531502	0.35323238206173596	0.632131026867869	0.6418818884684979	0.646767617938264	2702.07338180964	12557.835326351298	724.0597030725299	5764.490044871949	601.7516355515351	5814.251385245219							
76	Davis, CA	City of Davis, CA						Administrative boundary of a local government				2016.0	348437.0	CDP	tCO2-eq	2010.0	U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI)	CO2; CH4; N2O; HFCs	The City updated the inventory in 2012 using the latest available data from 2010.	Decreased	Lower carbon emission electricity energy mix (grid).		348437.0	CDP2016 TOT likely wrong because one scope is missing.	E	282928.08785664	315927.51041344	299427.79913504	282928.08785664	315927.51041344	299427.79913504			(38.544907, -121.740517)	38.554	-121.738056	https://en.wikipedia.org/wiki/Davis,_California	USA	North America	65600.0	2010.0								68111.0	2016.0	https://www.census.gov/quickfacts/fact/table/daviscitycalifornia/PST045216							25.0				25.6150011	2010.0	https://www.census.gov/quickfacts/fact/table/daviscitycalifornia/PST045216						15.0	23.0				310	126		USD     US Dollar	2016.0											2008.0			[20]																	21.4	(2011-2015) 		0.97	0.86	2.64	2011-2015	https://www.census.gov/quickfacts/fact/table/daviscitycalifornia/PST045216		364.0	21.0	4.1	7.9%																			City of Davis, CA Urban Area	18.5	18.25	21.75	24.125	30.1875	34.1875	0.43401759530791795	0.376774193548387	0.38882681564245797	0.565982404692082	0.623225806451613	0.611173184357542	1088.34782790101	1584.0	123.00432100217199	1985.32037788099	97.6251446181579	2270.5006182186103	42870000000.0	766200000000.0	0.06	0.017698981699999998	0.036729479100000004	0.0356646952	
77	Dehradun		Dehradun Municipal Corporation						Municipality				1316744.0	carbonn	tCO2-eq	2008.0	Community																		30.318	78.029	carbonn	India	South Asia			447808.0	2001.0						578420.0	2011.0	Wikipedia											300.0	2011.0	Wikipedia											402	551						878670829.17314									0.8786708291731401		carbonn, scaled to $BN USD																				0.91	1.1																											Dehradun Urban Area	51.1875	59.5	71.9375	37.6875	46.4375	55.6875	0.5759493670886079	0.56165191740413	0.563663075416259	0.424050632911392	0.43834808259587	0.43633692458374107	2267.8015345715803	18125.9223126667	1796.0922939126199	14405.0404294246	2067.856876401	17617.5989249044							
78	Denver	City of Denver			Denver		Denver 	Administrative boundary of a local government		City and County	2005.0	2016.0	4557000.0	CDP	tCO2-eq	2014.0	Other	CO2; CH4; N2O	"The methodology is explained in more detail in the peer-reviewed  journal paper ""A Demand-Centered, Hybrid Life-Cycle Methodology for City-Scale Greenhouse Gas Inventories"" located at http://pubs.acs.org/doi/abs/10.1021/es702992q ."	Decreased	Denver saw a slight decrease over 2013 emissions, primarily due to reductions in the built environment.  Although Denver is currently undergoing a construction boom,our sole utilities electricity emission factor has fallen as a result of increased renewables and power plant switches away from coal and on to natural gas.	4385000.0	8942000.0		A	3894059.7952238526	4228008.921098889	4061034.3581613707	8279059.795223853	8613008.921098888	8446034.358161371	1.0		(39.737567, -104.9847179)	39.762	-104.881105	https://en.wikipedia.org/wiki/Denver	USA	North America	663862.0	2014.0				579744.0		579744.0	2005.0	693060.0	2016.0	https://www.census.gov/quickfacts/fact/table/denvercitycolorado/PST045216	505000.0	1528000.0	2492000.0	1.0269617722428317	1.0247578036103384	1.0	401.0	401.3	401.3		396.26847	2010.0	https://www.census.gov/quickfacts/fact/table/denvercitycolorado/PST045216	1444.6648392723648		1444.6648392723648	28940.21030640789	28940.21030640789	1609.0	10.1	KBJC	247.0	2446.0	627	48	187111000000.0	USD     US Dollar	2014.0	BEA Denver Metro Area							169.737	61795.0	[1]	2014.0	142.0	55425.44886807181	[19]		58011.47377702888		58011.47377702888	221.4957092095821	17.69	0.78	0.56		2.5	2010.0	http://factfinder2.census.gov/faces/tableservices/jsf/pages/productview.xhtml?pid=DEC_10_DP_DPDP1&prodType=table	metro area	80.73100000000001	0.0	Mountains	24.8	(2011-2015) 		0.97	0.86	2.3	2011-2015	https://www.census.gov/quickfacts/fact/table/denvercitycolorado/PST045216		107.0	36.0	6.4	8.3%	136	0.2	-0.01	33%	44%														Denver Urban Area	358.25	363.75	362.5625	953.5625	1076.875	1162.6875	0.27309543094001604	0.252494577006508	0.237706933289625	0.7269045690599839	0.747505422993492	0.762293066710375	293.128199234298	1055.4147802068699	351.70179369122496	1707.25899252113	312.471720135466	2009.89664902571	42870000000.0	766200000000.0	0.06	0.017698981699999998	0.036729479100000004	0.0356646952	
79	Detroit	City of Detroit						Administrative boundary of a local government				2016.0	5520240.0	CDP	tCO2-eq	2012.0	U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI)	CO2; CH4; N2O		Stayed the same	This is the only inventory we have done.  The data has not been updated	4809082.0	10329322.0	S1 derived from TOT - S2 in CDP2016 dataset	C	4832495.285029815	5178939.420918392	5005717.352974104	9641577.285029814	9988021.420918392	9814799.352974102	1.0		(42.331427, -83.0457538)	42.331	-83.045833	https://en.wikipedia.org/wiki/Detroit	USA	North America	688701.0	2013.0								672795.0	2016.0	https://www.census.gov/quickfacts/fact/table/detroitcitymichigan/PST045216							359.0				359.3611125	2010.0	https://www.census.gov/quickfacts/fact/table/detroitcitymichigan/PST045216						192.0	9.0				1889	34	186000000000.0	USD     US Dollar	2010.0	BEA, BLS, Brookings							207.53799999999998	48421.0	[1]	2014.0	179.0	41618.22831899559	[19]																	26.8	(2011-2015) 		0.97	0.86	2.65	2011-2015	https://www.census.gov/quickfacts/fact/table/detroitcitymichigan/PST045216		128.0	33.0	5.9	6.1%	169	0.16	0.01	23%	41%														Detroit Urban Area	1028.25	1045.75	1059.625	2356.1875	2628.3125	2743.75	0.303817104023933	0.28463043293357104	0.278601242317678	0.6961828959760671	0.7153695670664291	0.721398757682322	599.022232623651	3414.38598312925	279.74051284759497	1509.5691683175303	218.593981488791	1354.91584337179	42870000000.0	766200000000.0	0.06	0.017698981699999998	0.036729479100000004	0.0356646952	
80	District of Columbia	District of Columbia						Administrative boundary of a local government				2016.0	3132786.0	CDP	tCO2-eq	2013.0	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	CO2; CH4; N2O	Emissions reported here are based on the GPC. Previous inventories, and the District's baseline were calculated using the U.S. community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI)	Increased	Emissions increased 2.3% from 2012 to 2013 due primarily to a colder winter and resulting increase in energy consumption for heating purposes. 2013 emissions have been updated from what was previously reported in order to reflect updated emission factors for grid electricity now available from the U.S. EPA. (EGrid 2012).	4253621.0	7386407.0		A	2461491.411702643	2799648.970033627	2630570.190868135	6715112.411702642	7053269.970033628	6884191.1908681365	1.0		(38.9071923, -77.0368707)	38.905	-77.016389	https://en.wikipedia.org/wiki/Washington,_D.C.	USA	North America	672228.0	2015.0								681170.0	2016.0	https://www.census.gov/quickfacts/fact/table/districtofcolumbiadistrictofcolumbia/PST045216							158.0				158.1188895	2010.0	https://www.census.gov/quickfacts/fact/table/districtofcolumbiadistrictofcolumbia/PST045216							14.7				464	73	116378000000.0	USD     US Dollar	2014.0	U.S. Bureau of Economic Analysis							37.174	46251.0	[1]	2014.0	30.00429	43856.04703034697	[24]	2013.0																29.7	(2011-2015) 		0.97	0.86	2.22	2011-2015	https://www.census.gov/quickfacts/fact/table/districtofcolumbiadistrictofcolumbia/PST045216																								Washington DC Urban Area	773.5625	780.4375	744.8125	1566.125	1791.375	2045.375	0.33062641912648605	0.303458164232424	0.266939945792173	0.6693735808735141	0.6965418357675761	0.7330600542078259	453.03027489451205	1522.1014698766	360.11203484395304	1930.56685336708	272.922950638125	2071.29816006028	42870000000.0	766200000000.0	0.06	0.017698981699999998	0.036729479100000004	0.0356646952	
81	Dublin	Dublin City Council			Dublin			Administrative boundary of a local government				2016.0		CDP	tCO2	2011.0	Other	CO2	See LGO1.3 attachment	This is our first year of calculation			2942349.0		D									(53.344479, -6.270843)	53.35	-6.260278	https://en.wikipedia.org/wiki/Dublin	Ireland	Europe	527612.0	2011.0				1200000.0				553165.0	2016.0	https://en.wikipedia.org/wiki/Dublin#cite_note-2						1.0	115.0				114.99	2011.0	https://en.wikipedia.org/wiki/Dublin#cite_note-cso_prelim_results-3	4588.0					85.0	10.0	EIDW	0.0	2238.0	2020	0	29018660000.0	EUR     Euro	2011.0	Brookings Institution							90.137	51319.0	[1]	2014.0	101.0	58045.97701149425	[3], [19]		47239.752348008515			156.46		1.64	1.56	51.77					60.477			27.2	2011		1.84	1.92	2.4	2011	eurostat 2014 [http://ec.europa.eu/eurostat/cache/RCI/#?vis=city.statistics&lang=en]		151.0	31.0	5.5	10.2%	- 	0.43	0.03	80%	86%	22.0	70.0	21.0	77.0	24.0	54.0	52.0	64.0	89.0	65.0	74.47	33.0	RA	Dublin City Council Urban Area	144.125	157.0	165.1875	284.6875	317.1875	346.375	0.336102608949133	0.331092658494794	0.322907758094075	0.6638973910508671	0.668907341505206	0.677092241905925	612.172731561374	4618.49556613211	432.990878959278	3317.4647238230605	320.487136124862	3651.9313202737203	0.0	1.0	0.0	0.0096132215	0.028440849100000002	0.028440849100000002	
82	Durban	City of Durban						Other: geopolitical boundary - physical areas over which local government has jurisdictional control				2016.0	11681810.0	CDP	tCO2-eq	2014.0	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	CO2; CH4; N2O		Increased	Due to better data collection and addressing data gaps.	10905271.0	22587081.0		A	10291759.069251956	10464071.09730761	10377915.083279783	21197030.06925196	21369342.097307608	21283186.08327978	1.0		(-29.8586804, 31.0218404)	-29.883000000000006	31.05	https://en.wikipedia.org/wiki/Durban	South Africa	Africa	3555868.0	2015.0								3560000.0	2016.0	http://www.c40.org/cities/durban-ethekwini							2292.0				2292.0	2016.0	http://www.c40.org/cities/durban-ethekwini						426.0	24.0				194	73	2308000000.0	ZAR     South African Rand	2015.0								48.908	12884.0	[1]	2014.0	22.0	7447.528774542992	[19]																	35.12	2014-2017	https://www.numbeo.com/traffic/in/Durban [BASED ON 17 CONTRIBUTORS]	1.17	1.19					158.0	30.0	5.1	9.3%	- 	0.22	0.04	44%	43%	167.0	123.0	85.0	160.0	173.0	138.0	110.0	156.0	147.0	156.0	43.35	158.0	B	eThekwini Metropolitan Municipality Urban Area	384.0	391.0	381.8125	583.125	671.25	775.625	0.39705312136487	0.368086608613791	0.32987742318699703	0.60294687863513	0.631913391386209	0.6701225768130029	297.291396939106	2358.53041910084	794.034548294608	3754.73803488901	554.1960954493	3898.09991358414	0.0	1.0	0.0	0.0122306776	0.0139613383	0.0139613383	
83	Durham	City of Durham						Administrative boundary of a local government				2016.0	1973070.0	CDP	tCO2-eq	2015.0	U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI)	CO2; CH4; N2O		Decreased	weather, changed the way we were calculating	2557399.0	4530469.0		A	1722603.265255536	1848773.237337606	1785688.251296571	4280002.265255536	4406172.237337606	4343087.2512965705	1.0		(35.994, -78.8986)	35.98900000000001	-78.90722199999999	https://en.wikipedia.org/wiki/Durham,_North_Carolina	USA	North America	250815.0	2015.0								263016.0	2016.0	https://www.census.gov/quickfacts/fact/table/durhamcitynorthcarolina/PST045216							277.0				278.0872263	2010.0	https://www.census.gov/quickfacts/fact/table/durhamcitynorthcarolina/PST045216							15.0				493	247											36.966	67953.0	[1]	2014.0	43.483999999999995		[20] The number is for Durham-Chapel Hill, NC																	21.7	(2011-2015) 		0.97	0.86	2.35	2011-2015	https://www.census.gov/quickfacts/fact/table/durhamcitynorthcarolina/PST045216		778.0	10.0	1.7	3.7%																			City of Durham Urban Area	57.75	55.1875	54.875	72.25	85.5	89.4375	0.444230769230769	0.39227010217680996	0.380251190991771	0.5557692307692309	0.60772989782319	0.619748809008229	437.576186853488	1504.3970802067902	437.841156984898	1139.1766222870501	521.822022718821	1448.99062391264	42870000000.0	766200000000.0	0.06	0.017698981699999998	0.036729479100000004	0.0356646952	
