	city name	City Name (CDP)	country	region (CDP)	Boundary (CDP)	Reporting Year (CDP)	Measurement year only (CDP)	Current Population (CDP)	Current Population Year (CDP)	scope fraction (CDP)	Total City-wide Emissions (metric ton CO2e) (CDP)	Total Scope 1 Emissions (metric ton CO2e) (CDP)	Total Scope 2 Emissions (metric ton CO2e) (CDP)	CDP2016 data edited (CDP)	Emissions Quality Flag (CDP)	Gases included (CDP)	TOT lower bound [tCO2] (CDP)	TOT upper bound [tCO2] (CDP)	TOT mean [tCO2] (CDP)	S1 lower bound [tCO2] (CDP)	S1 upper bound [tCO2] (CDP)	S1 mean [tCO2] (CDP)	Primary Methodology (CDP)	Methodology Details (CDP)	Increase/Decrease from last year (CDP)	Reason for increase/decrease in emissions (CDP)	Average annual temperature (in Celsius) (CDP)	Land area (in square km) (CDP)	Average altitude (m) (CDP)	CH4_waste/person	CH4_(waste+natgas)/person	corrected CH4_(waste+natgas)/person	Production (m3)	Exports (m3)	Export/Production	data from CIA World Fact Book for 2014	City Location (CDP)	City GDP (CDP)	GDP Currency (CDP)	Year of GDP (CDP)	GDP Source (CDP)
31	Cape Town	City of Cape Town	South Africa	Africa	Administrative boundary of a local government	2016.0	2012.0	3918830.0	2014.0	1.0	22643846.0	9783734.0	12860112.0		A	CO2; CH4; N2O	21111906.88163471	21301807.503622174	21206857.192628443	8251794.881634708	8441695.503622176	8346745.192628441	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	During 2014 the City updated its energy profile and released a State of Energy Report in 2015 (based on 2012 data year). All data provided in this CDP submission is based on this report. The process includes: A baseline data collection was collected from the following 5 sectors. Residential Sector: disaggregated according to electrified and non-electrified by income category.  Commercial Sector: including retail and office buildings, tourism activities, education facilities, hospitals, and other non-industrial activities. Industrial Sector: disaggregated  into textiles, food and beverages, non-food manufacturing sub-sectors and other industrial activities. Local Government: all municipal operations, namely council buildings, street and traffic lights, water and wastewater treatment works and municipal vehicle fleet. Transport Sector: disaggregated into freight, private vehicle and public transport (bus,minibus taxi and train). The City's GHG account/inventory for its most recent State of Energy Report (Report released in 2015 based on 2012 data year) is based on the Global Protocol for Community-Scale Greenhouse Gas Emissions Reporting Draft v2 (GPC). Emissions factors draw on those of the IPCC (web based and regularly updated) for South Africa, as well as Eskom for local electricity emissions factors. In the Cape Town GPC summary table provided, Scope 1 includes all emissions that physically take place within the Cape Town area. This includes liquid fuels consumed and coal. Even if that liquid fuel is moved out of the area, it is still accounted for as per point of sale. This scope includes the emissions from Ankerlig and Acacia power stations (Energy supplied to the grid - territorial); but these are removed in the final balance for Cape Town as per protocol (this is accounted for within national electricity production accounts of Eskom). Scope 2 includes emissions from electricity produced elsewhere in the country, but consumed in Cape Town. This column accounts for the majority of these emissions, but a small portion are recorded in Scope 3, reflecting that component of the emissions factor that relates to Transmission and distribution (i.e. from power station to municipal boundary; and amounting to 0.04 of the 1.03 emissions factor). Also included within the category energy industries is the municipal distribution losses.	Decreased	The City of Cape Town does not update its emissions inventory annually, but rather in a process linked to the update of its entire energy profile, which takes place every 4-5 years. In comparison to its last full inventory data (2007), Cape Town's emissions have decreased due to an increase in electricity efficiency between the reporting years  (2007 and 2012).	16.6	2461.0		0.0122306776	0.0139613383	0.0139613383	1	0	0.0		(-33.9253, 18.4239)	2467976.0	USD     US Dollar	2014.0	Economic Performance Indicators for Cape Town
32	Incheon	Incheon Metropolitan City	South Korea	East Asia	Administrative boundary of a local government	2016.0	2015.0	2983484.0	2015.0	1.0	69794140.0	57719912.0	12074228.0		A	CO2; CH4; N2O; HFCs; PFCs; SF6; NF3	68481246.0058544	68880857.83516885	68681051.92051163	56407018.005854405	56806629.835168846	56606823.920511626	Other	Calculation Korea Environment Corporation municipal greenhouse gas emissions guidelines ver.4.0 (2015. January)	Increased	GHG emissions saw a 2.2% increase due to a comprehensive increase in Scope 1 energy usage related to increase in population, households, GRDP, and motor vehicles caused by the development of new cities such as Songdo, Cheongna and Yeongjong.	12.7	1381.0	26.0	0.0109325943	0.0157162134	0.0157162134	1	0	0.0		(37.456256, 126.705206)	68373000000000.0	KRW     South Korean Won	2014.0	KOSIS
33	Durban	City of Durban	South Africa	Africa	Other: geopolitical boundary - physical areas over which local government has jurisdictional control	2016.0	2014.0	3555868.0	2015.0	1.0	22587081.0	11681810.0	10905271.0		A	CO2; CH4; N2O	21197030.06925196	21369342.097307608	21283186.08327978	10291759.069251956	10464071.09730761	10377915.083279783	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)		Increased	Due to better data collection and addressing data gaps.	24.0	2292.0	426.0	0.0122306776	0.0139613383	0.0139613383	1	0	0.0		(-29.8586804, 31.0218404)	2308000000.0	ZAR     South African Rand	2015.0	
34	Rio de Janeiro	Prefeitura do Rio de Janeiro	Brazil	Latin America & Caribbean	Administrative boundary of a local government	2016.0	2012.0	6476631.0	2015.0	1.0	20268045.0	16171534.0	4096511.0		A	CO2; CH4; N2O	17225273.147805367	17526036.370814145	17375654.759309754	13128762.147805367	13429525.370814145	13279143.759309756	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	Rio de Janeiro was one of the pilot cities to use the GPC first version. We updated the last inventory (2005) and calculated the new one (2012). We used IPCC 2006 with some adaptations to the local context, following the GPC requirements and procedures.	Increased	The numbers presented here are from the same inventory reported to CDP last year. However, since it was submitted to external verification and the numbers were reviewed according to the recommendations of the verifier there was just a slight increase due to this review. In comparison to the last Inventory made for the city, which has 2005 as the base year, there was a significant increase in emissions (around 75%) mainly due to the start of operations in 2010 of a new steel mill plant inside the city border, TKCSA.	23.7	1224.6	5.0	0.0151203426	0.0204194776	0.0167788505	17030000000	11700000000	0.69		(-22.9054389, -43.5614471)	282538827000.0	BRL     Brazilian Real	2013.0	IBGE
35	Lisbon	City of Lisbon	Portugal	Europe	Administrative boundary of a local government	2016.0	2014.0	547773.0	2011.0	1.0	1934361.0	1023910.0	910451.0		A	CO2							Other	The data for the final energy use in the city of Lisbon was obtained from the Portuguese Directorate-General for Energy and Geology (www.dgeg.pt). To estimate the emissions from fuel use (scope 1), the emission factors from the 2006 IPCC Guidelines for National Greenhouse Gas Inventories were used. To estimate the emissions from electricity use (scope 2), the emission factor of the Portuguese electric system was obtained from National Energy Balance  from the Portuguese Directorate-General for Energy and Geology (www.dgeg.pt). The latest value was used, which refers to 2014 conditions.	Decreased	The decrease in electricity emissions is related with increase of renewables in the national electricity generation mix. The decrease in diesel and gasoline is related with a correction of national statistics of energy for the period 2009-2012, where this figures were overestimated for Lisbon. The 2013 and 2014 values are now correct. Fuel-oil consumption also decreased by conversion to natural gas. Natural gas consumption increase.	17.3	85.0	50.0	0.0311275785	0.036136885099999995	0.036136885099999995	1	0	0.0		(38.7222524, -9.1393366)	68133192.0		2010.0	http://www.portugalglobal.pt/EN/InvestInPortugal/WhyPortugal/Lisbon/Documents/DatasheetNUTIII_Grande_Lisboa.pdf
36	Paris	City of Paris	France	Europe	Administrative boundary of a local government	2016.0	2014.0	2265886.0	2015.0	1.0	5195663.0	3359242.0	1836421.0		A	CO2; CH4; N2O; HFCs; PFCs; SF6; NF3	3894120.6922844816	4648211.804792972	4271166.248538727	2057699.6922844818	2811790.804792972	2434745.248538727	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)		Decreased	Thanks to Paris' climate change policy especially on sustainable mobility, social housing retrofitting, etc...	13.6	105.0	26.0	0.0086287785	0.032012112	0.0205145598	1566000000	770000000	0.49	2004.0	(48.856614, 2.3522219)	153000000000.0	EUR     Euro	2013.0	INSEE
37	Buenos Aires	City of Buenos Aires	Argentina	Latin America & Caribbean	Administrative boundary of a local government	2016.0	2014.0	3054267.0	2015.0	1.0	19667128.0	15561157.0	4105971.0		A	CO2; CH4; N2O	19269695.04957472	19312094.049321055	19290894.549447887	15163724.04957472	15206123.049321057	15184923.549447889	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	The GHG emissions are calculated by the Buenos Aires EPA Climate Change team using, primarily, IPCC methodology and reporting based on the city-induced framework of the GCP protocol. The city has already completed the BASIC approach.	Decreased	Due to the city mitigation actions, the city´s total GHG emissions have decreased compared to last year. It may be explained, among others factors, because of improvement of the mitigation measures in the Waste Sector: new technologies which have been implemented in order to reduce the volume of waste disposed in landfills. Even though, during 2014, the city recorded the longest heat wave in its history, which has led to an increase in energy consumption for air conditioning and in general a higher residential use of electricity; however, the reductions in the 2014 inventory were achieved by the diminution on natural gas consumption as well as the reductions done in the waste sector,  which in the end managed to diminish the impact of electricity energy subsector. Regarding transport sector, the City has sold little bit less fuel than last year, which is shown in a small decreases of the sector's emissions. Regarding the evolution of total GHG emissions in the period 2000 - 2014, an increase of 17% is observed. However, in the last 10 years (2005- 2014),the increase was 13%. After the implementation of the Action Plan, is relevant to compare the current level of emissions with those prior to the Plan, in 2008. Emissions in 2014 increased only 1.5% compared to 2008.	18.0	202.0	25.0	0.0041514982	0.0046829182	0.00464728	38770000000	2600000000	0.07		(-34.6037232, -58.3815931)	78326876513.0	USD     US Dollar	2013.0	Treasury Secretariat, Buenos Aires City Government
38	Barreiro	Barreiro	Portugal	Europe	Administrative boundary of a local government	2016.0	2014.0	78764.0	2011.0	1.0	290849.0	203441.0	87408.0		A	CO2							Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	The data of energy consumption were collected from the Directorate General for Energy and Geology (DGEG).	Increased	A residual increase of 2%.	16.0	33.0	20.0	0.0311275785	0.036136885099999995	0.036136885099999995	1	0	0.0		(38.660815, -9.079072)				
39	Warsaw	City of Warsaw	Poland	Europe	Administrative boundary of a local government	2016.0	2014.0	1626514.0	2016.0	1.0	11721774.0	7930452.0	3791322.0		A	CO2							Other	Covenant of Mayors	Decreased	Reduction of CO2 emission was caused by lower consumption of heat and electricity for buildings which may have been caused by investments in thermal retrofitting of buildings, reduction of energy use due to higher social awareness (due to SEAP educational campaigns) and warmer winter.	8.0	517.0	103.0	0.0106873801	0.014901975900000001	0.0148713515	6193000000	45000000	0.01		(52.2296756, 21.0122287)	30041.0		2013.0	Central Statistical Office of Poland
40	Abington	Abington Township	USA	North America	Other: Municipal boundary	2016.0	2010.0	55310.0	2010.0	1.0	615224.0	193345.0	421879.0		A	CO2; CH4; N2O; HFCs; PFCs; SF6	559990.799837664	587813.941020844	573902.370429254	138111.799837664	165934.941020844	152023.37042925402	Other	"The Delaware Valley Regional Planning Commission (DVRPC) is the designated Metropolitan Planning Organization (MPO) for the Greater Philadelphia Region. DVRPC works to promote regional cooperation
in a 9-county, bi-state region. The region includes Bucks, Chester, Delaware, Montgomery (the county where Abington Township is located and the third largest Pennsylvania county), and
Philadelphia counties in Pennsylvania; and Burlington, Camden, Gloucester, and Mercer counties in New Jersey. DVRPC facilitates city, county and state representatives of this region to address key concerns
such as transportation, land use, environmental protection and economic development. DVRPC conducts a regional Energy Use and Greenhouse Gas Emissions Inventory on a 5-year interval, with the most recent inventory reflecting year 2010 conditions as summarized below: 1. DVRPC conducted a baseline inventory in 2005 which may be found at http://www.dvrpc.org/reports/09038A.pdf (Abington's results may be found on line 1 of page 66 or A-13 of this document under the Table ""Montgomery County, PA – 2005 Greenhouse Gas Emissions Allocated to Municipality (MTCO2E)""; 
2. A 2010 inventory for which Abington Townships results may be found at http://www.dvrpc.org/webmaps/MunicipalEnergy/mcdDetail.aspx?mcdcode=4209100156 under ""GHG Emissions by Sector"" which is further broken down at the end under ""Non-Energy Greenhouse Gas Emissions.""  The 2010 results are what is being reported for this questionnaire."	Decreased	Energy efficiency by residents, businesses, industries, municipal government, and institutions such as hospitals and four public schools with geothermal HVAC, and a cleaner electricity generation mix contributed to this decrease.	13.6	40.1	86.0	0.017698981699999998	0.036729479100000004	0.0356646952	766200000000	42870000000	0.06		(40.12408, -75.119511)				
41	Yonkers	City of Yonkers	USA	North America	Administrative boundary of a local government	2016.0	2010.0	199766.0	2013.0	1.0	1248650.0	982940.0	265710.0		A	CO2							Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	We have measured energy but used a methodology similar to WRI. We used NYSERDA' s emission factor.	Decreased	It is not clear but we assume that economic factors are the primary driver of the decrease.	10.8	47.0	25.0	0.017698981699999998	0.036729479100000004	0.0356646952	766200000000	42870000000	0.06		(40.9414, -73.8644)				
42	Oslo	City of Oslo	Norway	Europe	Administrative boundary of a local government	2016.0	2013.0	658390.0	2016.0	1.0	1340422.0	1094422.0	246000.0		A	CO2; CH4; N2O	914123.928426976	1020710.451140136	967417.1897835559	668123.928426976	774710.451140136	721417.1897835559	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	Oslo gets most of the GHG-data from Statistics Norway and has further developed it to make it compliant with the GPC-protocol. The GPC- reporting was approved september 2015. Statistics Norway did a revision of the GHG-data  in february 2016, but this last revision has not been updated in the GPC-reporting.	Increased	We havn`t used the full GPC-methodology for more than one year so we can`t tell if the emissions have increased or decreased. But due to the numbers from Statistics Norway, we can conclude that there has been a slight increase. The main reason is growth in emissions from Off road-transportation. Emissions from stationary energy use in residential, commercial and institutional buildings have decreased.	5.7	454.0	94.0	0.017342714199999998	0.1354560779	0.023124487200000002	114400000000	108800000000	0.95		(59.9138688, 10.7522454)	458449000000.0	NOK     Norwegian Krone	2013.0	Statistics Norway
43	Denver	City of Denver	USA	North America	Administrative boundary of a local government	2016.0	2014.0	663862.0	2014.0	1.0	8942000.0	4557000.0	4385000.0		A	CO2; CH4; N2O	8279059.795223853	8613008.921098888	8446034.358161371	3894059.7952238526	4228008.921098889	4061034.3581613707	Other	"The methodology is explained in more detail in the peer-reviewed  journal paper ""A Demand-Centered, Hybrid Life-Cycle Methodology for City-Scale Greenhouse Gas Inventories"" located at http://pubs.acs.org/doi/abs/10.1021/es702992q ."	Decreased	Denver saw a slight decrease over 2013 emissions, primarily due to reductions in the built environment.  Although Denver is currently undergoing a construction boom,our sole utilities electricity emission factor has fallen as a result of increased renewables and power plant switches away from coal and on to natural gas.	10.1	401.0	1609.0	0.017698981699999998	0.036729479100000004	0.0356646952	766200000000	42870000000	0.06		(39.737567, -104.9847179)	187111000000.0	USD     US Dollar	2014.0	BEA Denver Metro Area
