Account number,Organization,City,Country,Region,C40,Access,Reporting year,Accounting year,Boundary,Protocol,Gases included,Total emissions (metric tonnes CO2e),Scopes Included ,Total Scope 1 Emissions (metric tonnes CO2e),Total Scope 2 Emissions (metric tonnes CO2e),Comment,Increase/Decrease from last year,Reason for increase/decrease in emissions,Population,Population year,City Location,Country Location
43905,City of San Antonio,San Antonio,USA,North America,,Public,2017,2013-10-01 - 2014-09-30,Administrative boundary of a local government,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),CO2; CH4; SF6; N2O,16498864,Total Scope 1 and Scope 2,9801806,6627058,Data has not been audited by a 3rd party.,This is our first year of calculation,,1469845,2015,"(29.4241, -98.4936)","(37.09024, -95.712891)"
60680,Ville de Salaberry-de-Valleyfield,Salaberry-de-Valleyfield,Canada,North America,,Public,2017,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,245312,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",423244,3003,,Other: New inventory with new sources,,40905,2017,"(45.250091, -74.133086)","(56.130366, -106.346771)"
31154,Bogotá Distrito Capital,Bogotá ,Colombia,Latin America,C40,Public,2017,2017-01-01 - 2017-12-31,A metropolitan area,2006 IPCC Guidelines for National Greenhouse Gas Inventories,CO2; PFCs; CH4; SF6; N2O; HFCs,17672009.44,Total Scope 1 and Scope 2,11726267.83,1126225.29,The related calculations refer to the 2008 and 2012 inventory projections.,Increased,"The reported emissions increase because the information is based on the projection of the 2008 and 2012 GHG Inventories, taking into account the growth of the evaluated variables, which have an upward trend according to the behavior of the last years.",7980001,2016,"(4.711, -74.0721)","(4.570868, -74.297333)"
54521,City of Bournemouth,Bournemouth,United Kingdom,Europe,,Public,2017,2014-01-01 - 2014-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,735403,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",384973,350430,,This is our first year of calculation,,191400,2015,"(50.719164, -1.880769)","(55.378051, -3.435973)"
58513,City of Medford,Medford,USA,North America,,Public,2017,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,211169,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",274592,120637,,This is our first year of calculation,,57437,2014,"(42.3265, -122.8756)","(37.09024, -95.712891)"
31159,Alcaldía Metropolitana de Caracas,Caracas,Venezuela,Latin America,C40,Public,2017,2015-01-01 - 2015-12-31,A metropolitan area,2006 IPCC Guidelines for National Greenhouse Gas Inventories,CO2; CH4; N2O,17774776,Total Scope 1 and Scope 2,14364103,3410672,Total solid wastes and waste water was extrapolated from measurements made that were assumed as representative of the whole city population,Increased,"Emissions have increased slightly mainly due to the increase electricity consumption and waste generation due to population growth. Emissions from the transport sector practically have not increased, reflecting the limited increase of the automotive park in 2015.",3518590,2015,"(10.4696404, -66.8037185)","(6.42375, -66.58973)"
58488,Sonderborg Kommune,Sonderborg,Denmark,Europe,,Public,2017,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,190293,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",423379,1435937,,Decreased,A sustained fall in energy consumption (a fall of 1.6 %)  -  Continued conversion to district heating and a fall in the consumption of natural gas for individual heating that corresponded to 11 %  -  A lower emission factor on grid supplied energy carriers (electricity and heat),74801,2017,"(54.913811, 9.792178)","(56.26392, 9.501785)"
31114,City of Sydney,Sydney,Australia,South Asia and Oceania,C40,Public,2017,2015-07-01 - 2016-06-30,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,3392886,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",322689,3070197,,Decreased,"City of Sydney emissions have decreased due to cleaning of the grid, increased network costs leading to greater awareness and behaviour change (indicating there is some price elasticity in electricity consumption), improved energy efficiency, uptake of solar PV installations and weather influences.",210931,2016,"(-33.8674869, 151.2069902)","(-25.274398, 133.775136)"
31113,City of Yokohama,Yokohama,Japan,East Asia,C40,Public,2017,2014-04-01 - 2015-03-31,Administrative boundary of a local government,Other,CO2; PFCs; CH4; SF6; N2O; NF3,20375000,Total Scope 1 and Scope 2,11557000,8818000,Almost of the data is calculated by hearing by businesses but some data is calculated by propotional division of statistics,Decreased,Reducing of energy consumption and impronemnt of emission factor by power generation,3731096,2017,"(35.4437078, 139.6380256)","(36.204824, 138.252924)"
31156,Municipality of Curitiba,Curitiba,Brazil,Latin America,C40,Public,2017,2013-01-01 - 2013-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,3036279,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",2686488,349791,,Increased,"The main difference on the increase of  GEE emissions is on the energy sector not by an increase of consumption but because of an increse on emission factors due to the use o thermoelectric plants. In 2012 the annual national average emission factor was 0,0653 T/CO 2e by MWh produced, while in 2013 the factor increased by 30% to 0,0963 T/CO2e by MWh produced .",1751907,2010,"(-25.431063, -49.264693)","(-14.235004, -51.92528)"
54386,Tainan City Government,Tainan ,Taiwan,East Asia,,Public,2017,2014-01-01 - 2014-12-31,Administrative boundary of a local government,International Emissions Analysis Protocol (ICLEI),CO2; PFCs; CH4; SF6; N2O; NF3; HFCs,21458524.52,Total Scope 1 and Scope 2,8327944.05,13130580.47,,Decreased,"First, the amounts of LPG and heavy oil from industry were decreased and some replace LPG and heavy oil as LNG.",1886033,2016,"(22.9999, 120.2269)","(23.69781, 120.960515)"
54354,City Government of Makati,Makati,Philippines,South Asia and Oceania,,Public,2017,2011-01-01 - 2011-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,1660370,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",462586,1197784,,Increased,"Scope 1 (Stationary Energy and Transport) and Scope 3 (Solid Waste) increased due to the following reasons: a. During daytime, the City's population increases to more than 4 million as people from the Metropolitan Manila and other provinces go to the city to work, shop, do business, or simply dine and be entertained. b. With the increasing population, waste generation also increases. c. Increased construction and development projects are also observed leading to increased in the demand for energy. d. More than 800,000 vehicles traverses the City each day as the City host of three (3) Metro Rail Transit (MRT) and Philippine National Railways (PNR) stations and gateway of four (4) major roads.",529039,2010,"(14.554729, 121.024445)","(12.879721, 121.774017)"
43937,Wellington City Council,Wellington,New Zealand,South Asia and Oceania,,Public,2017,2014-07-01 - 2015-06-30,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",CO2; PFCs; CH4; SF6; N2O; HFCs,792959,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",621179,171780,,Decreased,"The decrease in emissions we have experienced is largely due to reductions in emissions from stationary energy. This decrease is primarily from a reduction in demand, but also from the increasing proportion of renewable energy generated in New Zealand.",209102,2017,"(26.661763, -80.268357)","(-40.900557, 174.885971)"
50369,Ayuntamiento de San Luis Potosí,San Luis Potosí,Mexico,Latin America,,Public,2017,2015-01-01 - 2015-12-31,A metropolitan area,2006 IPCC Guidelines for National Greenhouse Gas Inventories,CO2; CH4; N2O,27548711.4,Total Scope 1 and Scope 2,23042142.54,4700087.01,It corresponds to the City of San Luis Potosí,Increased,"Because in recent years the city has seen a high degree of interest of foreign companies for the installation of new industrial plants, thus the demand for jobs and resources increases, having a greater number of companies, workers they need transportation that is often itself.",824229,2015,"(22.173333, -100.97005)","(23.634501, -102.552784)"
31166,Jakarta City Government,Jakarta ,Indonesia,South Asia and Oceania,C40,Public,2017,2014-01-01 - 2014-12-31,Administrative boundary of a local government,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,27780000,Total Scope 1 and Scope 2,,,,Decreased,"- Commitment to Reduce the Greenhouse Gas Emissions - Jakarta’s commitment to reduce greenhouse gas emissions, the target to cut emissions by 30% by 2030  will be applied. The greenhouse gas emisions target is based upon the base line of emision in 2005, which was 34,67 million tons of CO2e and the emisions projection for 2030 (if we were continue with “BAU=Business As Usual”) of 117.45 million tons of CO2e. Based on this prediction, the 30% reduction would need to be   approximately 35,24 million tons of CO2e / year. To support the reduction commitment, the following  mitigation strategies will be applied: Implement energy savings and increase the utilization of environmentally-friendly alternative energy. Improve emissions control of moving and unmoving sources",10155902,2017,"(-6.1751, 106.865)","(-0.7893, -113.9213)"
50384,Prefeitura de Florianópolis,Florianópolis,Brazil,Latin America,,Public,2017,2013-01-01 - 2013-12-31,A metropolitan area,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,1450465,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",1305206,145259,,Increased,"A diferença de emissões entre os anos é de 601.421 tCO2e, ou seja, houve um acréscimo de 42% em 2013 se comparado à 2010. Os setores de maior contribuição foram AFOLU, que deixou de sequestrar 6% e Transportes que passou a emitir 3% a mais.",550000,2010,"(-27.5949884, -48.5481743)","(-14.235004, -51.92528)"
58590,"City of Easton, PA","Easton, PA",USA,North America,,Public,2017,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,132058,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",203727,147172,,This is our first year of calculation,This year is the first of Easton’s community GHG inventory,26915,2015,"(40.6884, -75.2207)","(37.09024, -95.712891)"
59631,"City of San Leandro, CA","San Leandro, CA",USA,North America,,Public,2017,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,126139.76,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",511195,102335,,Decreased,"Our emissions have decreased from the 2005 baseline of 675,800 metric tons of co2e. While emissions from transit have increased as the municipal and regional population has increased dramatically, other sectors have decreased significantly. Residential energy use has decreased by 15,000 metric tons of co2e in large part due to shifts in energy sourcing from PG&E. Countywide efforts to decrease land-filled waste have helped cut co2e from waste more than in half (from about 47,000 tons CO2e to only 20,105) with further reductions planned for the future. Commercial energy, which also shows a drop, is anomalous.  While the shift in PG&E sourcing has undoubtedly reduced the amount of GHG emissions, the so-called 15/15 Rule prohibits us from seeing exact industrial natural gas emissions. Instead we modeled usage based on historical data which may or not may reflect current usage due to current economic growth in comparison to the years used (2009-2013) when the economy was recovering for the recession.",88441,2015,"(37.72493, -122.156077)","(37.09024, -95.712891)"
54110,City of Santa Monica,Santa Monica,USA,North America,,Public,2017,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",CO2; CH4; N2O,334591,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",119026,215565,,Decreased,"State renewable portfolio standard, low carbon fuel standard, electric vehicles, 15 x 15 Action Plan",92000,2014,"(34.0219, -118.4814)","(37.09024, -95.712891)"
31115,City of Johannesburg,Johannesburg,South Africa,Africa,C40,Public,2017,2014-01-01 - 2014-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,24729389,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",9068358,15661031,,Decreased,"This decrease could be attributed to a number of reasons, for example there seems to be a correlation between it and the drop in electricity consumption. This drop in electricity consumption is mirrored in all the major municipalities in South Africa. There may well be data deficiency artefacts. The real reasons for this decrease and/or other trend that becomes apparent,will become clear as we become more thorough in quality data collection methods. Furthermore, to enhance our understand we will do bottom up data collection at a project level.",4900000,2016,"(-26.2041028, 28.0473051)","(-30.559482, 22.937506)"
59165,Gladsaxe Kommune,Gladsaxe,Denmark,Europe,,Public,2017,2015-01-01 - 2015-12-31,A metropolitan area,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",CO2; CH4; N2O,331283,Total Scope 1 and Scope 2,247599,83684,,Decreased,"Energy saving plans, projects and goals. Expansion of district heating which provide Citizens and Companies with eco-friendly heating.",67347,2015,"(55.733461, 12.488686)","(56.26392, 9.501785)"
60374,Alcaldía de Ibagué,Ibagué,Colombia,Latin America,,Public,2017,2014-01-01 - 2014-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,103733,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",,108197,,Increased,En comparación al informe del año 2011 se evidencia un aumento en las emisiones de GEI,564077,2017,"(4.448517, -75.239965)","(4.5709, -74.2973)"
3429,City of Stockholm,Stockholm,Sweden,Europe,C40,Public,2017,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",CO2; CH4; N2O,2693442,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",1834343,859099,,Decreased,"Total emissions from the categories in Stockholm estimates at system boundaries have been reduced significantly over the past 10 years. Meanwhile, the population has grown by about 200 000 inhabitants. In Stockholm, it can be said that the reduction in per capita emissions by half will depend on the actual response, half of the population growth. The greenhouse gas emissions in Stockholm is calculated to 2.5 tonnes per capita in 2015, which can be compared to 2.6 tonnes per capita in 2014. Energy use for heating has decreased, which is due to energy efficiency measures and conversions (from oil to heat pumps). Stockholm has a clear reduction of the energy supply per capita for heating sector. Electricity use is however quite constant. The car traffic is constant in the last years even though the population has increased. However, there has been an increase in truck traffic. The overall greenhouse gas emissions from transportation is constant over the last years.",923516,2015,"(59.3293235, 18.0685808)","(60.128161, 18.643501)"
59633,"City of Santa Cruz, CA","Santa Cruz, CA",USA,North America,,Public,2017,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,77272,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",63994,48080,,Decreased,cleaner energy and fuel economies; energy efficiency and renewable energy adoption,64220,2015,"(36.974117, -122.030796)","(37.09024, -95.712891)"
63999,"City of Miami Beach, FL","Miami Beach, FL",USA,North America,,Public,2017,2013-01-01 - 2014-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,74801,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",292567,825822,,This is our first year of calculation,,91732,2014,"_
(25.790654, -80.130045)","(37.09024, -95.712891)"
49363,Nelson Mandela Bay Municipality,Nelson Mandela Bay ,South Africa,Africa,,Public,2017,2013-07-01 - 2014-06-30,A metropolitan area,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,66939,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",2249502,9982808,,Increased,We are gradually improving the accuracy of our data collection,1152115,2011,"(-33.745241, 25.568108)","(-30.559482, 22.937506)"
59180,Middelfart Kommune,Middelfart,Denmark,Europe,,Public,2017,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,60365,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",,,,,,38093,2017,"(55.470958, 9.872643)","(56.26392, 9.501785)"
32480,City of Adelaide,Adelaide,Australia,South Asia and Oceania,,Public,2017,2015-07-01 - 2016-06-30,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,60078,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",204705,416528,,Other: Emission inventories not consecutive years and new emission sources added to latest GHG inventory,"In the previous CDP Cities 2016 Submission, the GHG emissions from FY2012/13 were reported. We have since calculated a more recent GHG inventory for FY2015/16 and included new emission sources. As such, the current GHG emissions inventory and the previously reported GHG inventory are not directly comparable. We are in the process of compiling historical GHG inventories. Going forward we will be able to show an accurate year on year change based on consistently calculated GHG emissions inventories.",23615,2016,"(-34.928499, 138.600746)","(-25.274398, 133.775136)"
31180,Región Metropolitana de Santiago,Santiago,Chile,Latin America,C40,Public,2017,2013-01-01 - 2013-12-31,Administrative boundary of a local government,2006 IPCC Guidelines for National Greenhouse Gas Inventories,CO2; PFCs; CH4; SF6; N2O; HFCs,28406420,Total Scope 1 and Scope 2,18030830,10375589,"Although a high level of accuracy has been reached in scope 1, scope 2 uses the national electricity consumption disaggregated according to the regional consumption of the year 2014.",Decreased,"The emissions has decreased 1% respect year 2012. There was a significant decrease in the energy industry emissions, however it was counteracted by an increase in the transport sector.",6527903,2012,"(-33.44889, -70.669265)","(-35.675147, -71.542969)"
59160,Ville de Nyon,Nyon,Switzerland,Europe,,Public,2017,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,56934,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",91450,12287,,This is our first year of calculation,,20675,2016,"(46.383268, 6.234785)","(46.818188, 8.227512)"
62855,Egedal Municipality,Egedal,Denmark,Europe,,Public,2017,2014-01-01 - 2014-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,40050,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",,,,This is our first year of calculation,,42000,2015,"(55.795045, 12.238733)","(56.26392, 9.501785)"
60392,Municipalidad de San Isidro (Lima),San Isidro (Lima),Peru,Latin America,,Public,2017,2015-01-01 - 2015-12-31,Other: DISTRITAL,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,39538.87,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",158673.55,215622.45,,This is our first year of calculation,,54206,2015,"(-12.09772, -77.027336)","(-9.19, -75.0152)"
60433,City of Hvidovre,Hvidovre,Denmark,Europe,,Public,2017,2014-01-01 - 2014-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,38871,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",118724,100672,,This is our first year of calculation,We only account the emissions from the municipal buildings. Here the emissions are decreasing.,52831,2016,"(55.642522, 12.475386)","(56.26392, 9.501785)"
55801,City of West Palm Beach,West Palm Beach,USA,North America,,Public,2017,2013-01-01 - 2013-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,35882.8,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",,789568,,Other:,The reported emissions have decreased since 2008 but this is largely due to changes and improvements in methodology.,106779,2016,"(26.715342, -80.053375)","(37.09024, -95.712891)"
60273,Prefeitura de Extrema,Extrema,Brazil,Latin America,,Public,2017,2014-01-01 - 2014-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,33482.49,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",115719.73,16201.19,,This is our first year of calculation,"As emissões reportadas nesta plataforma são provenientes do primeiro Inventário de Emissões de Gases de Efeito Estufa da Cidade de Extrema/MG - Ano Base 2014, publicado em 2016.",33729,2016,"(-22.840262, -46.328)","(-14.235004, -51.92528)"
58489,Hoeje-Taastrup Kommune,Hoeje-Taastrup,Denmark,Europe,,Public,2017,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,32087,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",161334,114127,,Decreased,"From 390.000 ton CO2 in 2009. Energy conservation activities, conversion from oil and electricity heating to district heating, less fossil fuel in the combined heat and power production as well as in the district heating",49960,2016,"(55.656328, 12.2898)","(56.26392, 9.501785)"
61790,"City of Emeryville, CA","Emeryville, CA",USA,North America,,Public,2017,2014-01-01 - 2014-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,167728,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",127138,40590,,Decreased,,10570,2014,"(37.831316, -122.285247)","(37.09024, -95.712891)"
50679,Barreiro,Barreiro,Portugal,Europe,,Public,2017,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,28061,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",201705,84745,,Increased,A residual increase of 2%.,78764,2011,"(38.660815, -9.079072)","(39.399872, -8.224454)"
60656,"City of Piedmont, CA","Piedmont, CA",USA,North America,,Public,2017,2010-01-01 - 2011-01-01,Other,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,17876,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",17876,25566,,Decreased,"They have decreased due to a decrease in electricity and gas usage usage in the residential sector as well an increased renewable-generated portfolio of electricity sources, specifically hydropower.",11082,2013,"(37.8244, -122.2316)","(37.09024, -95.712891)"
31164,Ho Chi Minh City,Ho Chi Minh,Vietnam,South Asia and Oceania,C40,Public,2017,2013-01-01 - 2013-12-31,Administrative boundary of a local government,2006 IPCC Guidelines for National Greenhouse Gas Inventories,CO2; PFCs; CH4; SF6; N2O; HFCs,30012000,Total Scope 1 and Scope 2,,,"This inventory is mere a preliminary calculation and still lacks reliable data of some sectors, especially industrial processes and fuel consumption. Therefore, it has not been officially published yet.",This is our first year of calculation,Ho Chi Minh City has not conducted any other inventory yet.  We are conducting for 2014 and 2015 GHGs inventory but the results will be available in the end of 2017,8244400,2015,"(10.762622, 106.660172)","(14.058324, 108.277199)"
63616,Abasan Al-Kabira Municipality,Abasan Al-Kabira,State of Palestine,South and West Asia,,Public,2017,2010-12-31 - 2011-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,11250.71,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",,,,,,30000,2015,"(31.323126, 34.344025)","(31.9522, 35.2332)"
31108,City of Houston,Houston,USA,North America,C40,Public,2017,2014-01-01 - 2014-12-31,Administrative boundary of a local government,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),CO2; CH4; N2O,33428301,Total Scope 1 and Scope 2,18917039,14511262,Medium Confidence,Stayed the same,"We are using the same inventory we submitted last year, and that was our first year conducting a community-wide GHG inventory using the ICLEI Community Protocol.",2296224,2015,"(29.7601927, -95.3693896)","(37.09024, -95.712891)"
31179,Gemeente Rotterdam,Rotterdam,Netherlands,Europe,C40,Public,2017,2016-01-01 - 2016-12-31,Other: Geopolitical Boundary - physical areas over which local government has jurisdictional control.,Other: We compute scope 1 emissions for city and port and also scope 2 for the built environment,CO2,34190633,Total Scope 1 and Scope 2,32619756,1570877,,Increased,"The total amount of CO2-emission in Rotterdam in 2015 has increased compared to the 2014-emissions. 34190633 tonnens in 2015 compared to 31512000 tonnes in 2014. It is the second relevant increase in a row, due to two new coal fire plants that started their operations. For that cause, we expect a further increase in 2016 and a decrease in 2017 when an old coal fire plant wil be closed.",624000,2014,"(51.9163716, 4.4509382)","(52.132633, 5.291266)"
59158,Moroni City,Moroni,Comoros,Africa,,Public,2017,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,4992,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",33277,13340,,#N/A,#N/A,55541,2016,"(-11.717216, 43.247315)","(-11.6455, 43.3333)"
54395,Taoyuan City Government,Taoyuan,Taiwan,East Asia,,Public,2017,2014-01-01 - 2014-12-31,Administrative boundary of a local government,2006 IPCC Guidelines for National Greenhouse Gas Inventories,CO2; PFCs; CH4; SF6; N2O; NF3; HFCs,35764526.0208,Total Scope 1 and Scope 2,21143194.6,14621331.42,"For level of confidence, we multiply the accuracy level of collected activity data by the accuracy level of emission coefficients used.Accuracy level classification for activity data:?H?Regional statistics data :1?M?Cities statistics data:2?L?Central statistics data:3Accuracy level classification for emission coefficients:?H?Regional emission coefficients: 1 ?M?National emission coefficients: 2?L?International emission coefficients: 3The overall result is 5.13, the score falls within range 4-7, which was classified as medium level of confidence",Increased,"Our industry is growing continuously, so our total emission is slowly increasing. The sectors with increasing emissions are: industrial energy (fuel) by 14.2%; industrial processes and product use by 12.1%; buildings and AFOLU by 3.7%. The sectors with emission reductions are: agriculture by 0.4%; industrial energy (electricity) by 0.04%.",2153521,2017,"(24.993113, 121.301028)","(23.6978, 120.9605)"
58461,Stara Zagora,Stara Zagora,Bulgaria,Europe,,Public,2017,2014-01-01 - 2015-01-01,Combination of administrative divisions,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,969,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",,,,,,325963,2011,"(42.425777, 25.634464)","(42.697708, 23.321868)"
31169,Government of Hong Kong Special Administrative Region,Hong Kong,Hong Kong,East Asia,C40,Public,2017,2014-01-01 - 2014-12-31,Administrative boundary of a local government,2006 IPCC Guidelines for National Greenhouse Gas Inventories,CO2; PFCs; CH4; SF6; N2O; HFCs,44900000,Total Scope 1 and Scope 2,44876460,,95% level of confidence,Increased,"Hong Kong's GHG emission recorded a small increase of 1.31% from 44.3 million tones CO2e in 2013 to 44.9 million tonnes CO2e in 2014, mainly due to (i) the increase in electricity generation to cope with GDP and population growth; (ii) more use of coal for electricity generation to make up the shortfall in natural gas supply.",7336600,2016,"(22.2880809, 114.1398015)","(22.396428, 114.109497)"
35993,Singapore Government,Singapore ,Singapore,South Asia and Oceania,C40,Public,2017,2012-01-01 - 2012-12-31,Other: Nation-wide,2006 IPCC Guidelines for National Greenhouse Gas Inventories,CO2; PFCs; CH4; SF6; N2O; HFCs,48094650,Total Scope 1 and Scope 2,48094650,,Inventory is compiled in accordance with IPCC guidelines,,,5600000,2016,"(1.352083, 103.819836)","(1.352083, 103.819836)"
